id,isi_berita,label,url
1,"Marc Marquez Disebut di Puncak Karier, Bahasan Cedera Tak Lagi Relevan Marc Marquez seperti menjawab keraguan soal kondisi fisiknya dengan hasil di lintasan. Rider Ducati itu menyapu bersih MotoGP San Marino 2026 dengan meraih 37 poin dari maksimal 37 poin. Ia pun disebut sedang berada di puncak karier. Marc memenangi Sprint dan balapan utama di Misano. Tambahan tersebut membuat koleksi poinnya menjadi 274, sama dengan Jorge Martin. Namun, Marc berhak memimpin klasemen karena unggul jumlah kemenangan balapan utama, 5-1. Performa itu sekaligus menegaskan kebangkitan Marc. Tujuh seri sebelumnya, ia masih tertinggal 102 poin dari pemimpin klasemen. Kini, Marc justru berada di puncak dengan tujuh seri tersisa. Jika akhirnya menjadi juara dunia, comeback dari defisit 102 poin itu akan menjadi yang terbesar dalam sejarah MotoGP. Mantan juara dunia 500cc, Alex Criville, menilai performa Marc saat ini sangat istimewa. Criville juga menilai pembahasan mengenai cedera Marc kini mulai tertutup oleh hasil yang diraih sang rider. ""Comeback Marc luar biasa. Lihat saja, dia memimpin Kejuaraan Dunia. Sulit dipercaya, sesuatu yang bahkan tidak terbayangkan dalam mimpi,"" kata Criville dalam program Duralavita. ""Saya rasa Marc sudah lelah orang-orang membicarakan cederanya. Dia sudah bekerja keras,"" ujarnya. Menurut Criville, Marc mampu mengompensasi keterbatasan fisiknya dengan kekuatan tubuh dan cara mengendarai motor. Yang paling penting, kata dia, adalah kondisi mental Marc. ""Dia tahu ada keterbatasan, tetapi dia mengompensasinya dengan tubuhnya, dengan core, dengan apa pun yang diperlukan. Dan secara mental dia sedang luar biasa."" Criville bahkan menyebut Marc sedang berada di momen terbaik dalam karier. ""Dia berada di puncak kariernya. Secara psikologis dia sempurna, yang sangat penting. Secara fisik, dia juga sudah sampai di sana,"" kata Criville. Marc kini memasuki seri berikutnya sebagai pemuncak klasemen MotoGP 2026. Persaingan masih ketat karena Martin memiliki poin yang sama, sementara Marco Bezzecchi berada di posisi ketiga dengan 241 poin. (krs/nds) Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/moto-gp/d-8666386/marc-marquez-disebut-di-puncak-karier-bahasan-cedera-tak-lagi-relevan
2,"Foto Sport Melihat dari Dekat Latihan Para Atlet Atletik di Mimika Sport Complex Papua - Atlet atletik Papua menjalani latihan di Mimika Sport Complex. Pemanasan, latihan teknik, dan penguatan fisik menjadi bagian dari proses mengejar prestasi. Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/fotosport/d-8666341/melihat-dari-dekat-latihan-para-atlet-atletik-di-mimika-sport-complex
3,"Ai Ogura Siap Comeback di MotoGP Austria, Enggan Pasang Target Tinggi Ai Ogura bersiap kembali ke arena MotoGP pada MotoGP Austria 2026. Setelah absen dalam dua seri akibat cedera ibu jari kiri, rider Trackhouse Aprilia itu memilih tidak memasang target tinggi. Ogura akan kembali ke Red Bull Ring akhir pekan ini jika dinyatakan lolos pemeriksaan medis wajib pada Kamis. Trackhouse memastikan Ogura melakukan perjalanan ke Austria dengan target kembali menggeber Aprilia RS-GP26. Jika dapat lampu hijau dari tim medis MotoGP, balapan di Austria akan menjadi penampilan pertama Ogura sejak MotoGP Inggris. Ogura mengalami cedera tangan kiri saat berlatih motocross di Jepang. Setelah kembali ke Eropa, ia didiagnosis mengalami patah tulang di dekat ibu jari kiri dan harus menjalani operasi. Cedera tersebut membuatnya absen di MotoGP Aragon dan MotoGP San Marino. Comeback ini datang ketika posisi Ogura di klasemen sudah merosot cukup jauh. Sempat menempati posisi kedua klasemen MotoGP 2026 pada musim panas, Ogura kini berada di peringkat keenam dan tertinggal 71 poin dari pemuncak klasemen. Ia kehilangan poin dalam dua seri terakhir karena harus menepi. Namun, Ogura tidak ingin langsung mengejar hasil besar pada balapan pertamanya setelah cedera. Targetnya justru sederhana. ""Saya merasa baik. Saya pikir kondisi tangan saya lebih baik dari yang saya perkirakan seminggu lalu. Tentu saja, saya bersemangat untuk kembali,"" kata Ogura seperti dilansir Crash.net. ""Saya hanya ingin memulai akhir pekan dan melihat seberapa banyak yang bisa kami lakukan dan bagaimana kondisi kami. Tidak ada yang spesial. Saya hanya ingin menjalani akhir pekan yang normal."" Ogura sadar dirinya membutuhkan waktu untuk kembali mendapatkan kepercayaan diri penuh setelah dua seri tidak mengendarai motor MotoGP. Karena itu, Ogura juga tidak memasang target podium pada balapan comeback-nya. ""Saya melewatkan dua balapan dan saya membutuhkan waktu untuk kembali mendapatkan kepercayaan diri penuh di atas motor,"" ucapnya. ""Untuk menjalani balapan comeback tepat setelah cedera dan meraih podium bukan hal yang mudah, jadi saya berharap balapan yang bagus dari Raul, tetapi sejujurnya tidak terlalu berharap dari diri saya sendiri."" Raul yang dimaksud adalah rekan setimnya di Trackhouse, Raul Fernandez. Ogura Ingin Siap untuk MotoGP Jepang MotoGP Austria juga penting bagi Ogura sebagai persiapan menuju balapan kandangnya di Jepang. Setelah Austria, kalender MotoGP 2026 berlanjut ke Mobility Resort Motegi pada awal Oktober. Karena itu, Ogura berharap bisa mendapatkan kembali feeling dengan motor di Red Bull Ring sebelum tampil di depan publik Jepang. ""Seperti yang saya katakan sebelumnya, situasinya memang tidak seperti yang kami inginkan, tetapi setidaknya bagus saya bisa mencoba balapan di Austria sebelum menuju Jepang,"" ujar Ogura. ""Saya berharap bisa mendapatkan feeling yang bagus di Austria dan mendekati 100 persen di Motegi. Itu target saya untuk sekarang. Saya hanya ingin menjalani balapan yang bagus, baik di Austria maupun Jepang."" (krs/ran) Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/moto-gp/d-8666308/ai-ogura-siap-comeback-di-motogp-austria-enggan-pasang-target-tinggi
4,"Ketum KONI Tutup Program Sport Diplomacy Indonesia-Timor Leste Ketua Umum Komite Olahraga Nasional Indonesia (KONI) Pusat Letjen TNI Purn Marciano Norman resmi menutup program Sport Diplomacy antara Indonesia dan Timor Leste. Kegiatan ini berlangsung pada 11-14 September 2026. Program tersebut diinisiasi KONI Pusat melalui kerja sama dengan Confederacao Do Desporto De Timor Leste (CDTL). Di Indonesia, KONI Pusat menggandeng Universitas Pendidikan Mandalika (UNDIKMA) sebagai tuan rumah International Student Inbound Mobility Program (ISIMP), dengan peserta yang berasal dari Universidade Nacional Timor Lorosa'e (UNTL). Marciano menilai olahraga dapat menjadi sarana untuk mempererat hubungan kedua negara sekaligus mendorong peningkatan prestasi atlet. ""Alangkah indahnya, kita negara yang bertetangga membangun suatu kehidupan yang penuh keakraban, kita saling mengisi kekurangan dan mendukung pada hal positif,"" ujar Marciano, yang dikutip dari situs KONI. Ia juga mengenang pengalamannya saat bertugas di Ainaro, Timor Leste, yang membuatnya memiliki kedekatan dengan masyarakat setempat. ""Hati saya ini bersama mereka. Saudara-saudara juga adalah saudara saya juga, saya ingin kita bangkit bersama. Saya ingin Timor Leste dihormati negara lain,"" katanya. Dalam kesempatan tersebut, Marciano juga menyerahkan secara simbolis perlengkapan Petanque kepada delegasi Timor Leste. UNDIKMA menyediakan bola, sementara KONI Pusat melengkapi peralatan berupa bola kecil, circle, dan tas, termasuk membantu pengirimannya ke Timor Leste. Perlengkapan tersebut diharapkan dapat dimanfaatkan untuk melanjutkan pengembangan olahraga Petanque di Timor Leste setelah para delegasi kembali ke negaranya. ""Selamat jalan, saudara-saudaraku, sampaikan salam untuk CDTL, UNTL dan masyarakat Timor Leste,"" tutup Marciano. Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/g-sport/d-8666151/ketum-koni-tutup-program-sport-diplomacy-indonesia-timor-leste
5,"Usai Dilantik KONI, Ini Rencana Pengurus Pusat Kickboxing Indonesia! Pengurus Pusat Kickboxing Indonesia (PP KBI) periode 2026-2030 di bawah kepemimpinan Ngatino resmi dilantik di Gedung KONI Pusat, Senayan, Jakarta, Rabu (16/9/2026). Pelantikan tersebut menjadi momentum baru bagi kickboxing Indonesia. PP KBI menargetkan terbentuknya ekosistem pembinaan yang terintegrasi antara atlet amatir dan profesional untuk meningkatkan prestasi Merah Putih di kancah internasional. Ngatino yang kembali dipercaya memimpin KBI untuk periode ketiga menyebut amanah tersebut sebagai dorongan untuk melakukan evaluasi dan pembenahan organisasi. ""Kepercayaan yang diberikan kepada saya untuk kembali memimpin Kickboxing Indonesia untuk periode ketiga merupakan sebuah kehormatan sekaligus amanah yang sangat besar. Apa yang telah kita lalui selama ini harus menjadi bahan evaluasi untuk melakukan perbaikan dan pembenahan ke depan,"" ujar Ngatino dalam keterangan persnya. Sebagai langkah awal, PP KBI akan menggelar Kejuaraan Nasional (Kejurnas) pada awal November 2026 sebagai pengganti PON Bela Diri di Solo yang ditunda. Dalam ajang tersebut, KBI juga menyiapkan Gala Night untuk menyaring 10 atlet terbaik. Sepuluh atlet terpilih akan diarahkan ke jalur profesional. KBI juga berencana kembali menjaring 10 atlet pada 2027 untuk melengkapi pembinaan bersama atlet hasil seleksi 2026. ""Harus ada ekosistem dalam pembinaan antara amatir dan pro harus seiring. Kita sudah siapkan nanti 10 besar amatir hasil kejurnas itu langsung menjadi pro. Ke depannya 2027 kita sudah siapkan untuk pro. Dan kemudian 2027 juga memulai lagi untuk mencari 10 lagi untuk bersama-sama dengan 10 yang ada di 2026 itu untuk kita siapkan menjadi atlet profesional,"" Ngatino menjelaskan. Selain pembinaan prestasi, KBI mengembangkan KBI Pro sebagai wadah pertandingan profesional sekaligus membuka peluang bagi atlet mendapatkan penghasilan dari prestasi mereka. KBI juga tengah menyiapkan kerja sama dengan platform streaming Vidio untuk memperluas jangkauan pertandingan hingga mancanegara dan menarik sponsor. Rencana tersebut mendapat dukungan KONI Pusat. Ketua Umum KONI Pusat, Marciano Norman, meminta KBI melakukan evaluasi terhadap program sebelumnya dan memastikan pembinaan atlet berjalan secara bertahap dari level amatir menuju profesional. ""Persiapkan atlet-atlet yang masuk ke profesional itu adalah juara-juara di amatir. Sehingga mereka yang sudah jam terbangnya tinggi di kompetisi amatir bisa masuk ke profesional,"" kata Marciano. Marciano juga mengapresiasi kiprah kickboxing yang telah berkontribusi dalam perolehan medali Indonesia di SEA Games serta mencatatkan hasil positif pada kejuaraan di Tashkent. Sementara itu, Sekjen KONI Pusat TB Ade Lukman optimistis KBI dapat menjadi salah satu penyumbang medali emas Indonesia di ajang internasional. Menurutnya, cabang olahraga bela diri selama ini menjadi salah satu pilar penting dalam perolehan medali Indonesia pada multi-event seperti SEA Games. ""Kita yakin di bawah kepemimpinan Ketua Umum Pak Ngatino beserta jajaran juga akan menjadi bagian daripada kontributor medali-medali emas di event-event internasional,"" pungkasnya. Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/sport-lain/d-8666068/usai-dilantik-koni-ini-rencana-pengurus-pusat-kickboxing-indonesia
6,"Lina Hisage, Atlet Muda Potensial Cabor Tolak Peluru dari Papua Lina Hisage, atlet tolak peluru asal Wamena, Papua Pegunungan, mulai menunjukkan perkembangan signifikan sejak bergabung dengan Papua Athletics Center (PAC) pada Januari 2024. Dalam kurun waktu kurang dari dua tahun, atlet berusia 18 tahun itu mampu meningkatkan catatan lemparannya hingga meraih juara sekaligus memecahkan rekor nasional. Lina mencatat prestasi di ajang ASEAN School Games. Pada 2024, dia meraih juara ketiga dengan tolakan sejauh 12,7 meter. Setahun kemudian, prestasinya meningkat dengan meraih juara pertama setelah mencatat tolakan 14,72 meter pada ASEAN School Games 2025 di Brunei Darussalam. Catatan tersebut sekaligus menjadi bagian dari perjalanan Lina dalam memecahkan rekor yang sebelumnya dia buat sendiri. Rekor pertamanya tercipta dalam ajang invitasi atletik di Jakarta pada 2025 dengan tolakan 13,3 meter. Catatan itu kemudian kembali diperbaiki menjadi 14,72 meter saat berlaga di Brunei. ""Yang 2024 itu juara 3, 12,7 meter. Kalau yang 2025 ini juara 1, 14,72 meter,"" kata Lina di Mimika Sport Complex, Rabu (16/9/2026). Perkembangan tersebut tidak lepas dari rutinitas latihan yang dijalaninya setiap hari. Karena tetap harus mengikuti kegiatan sekolah, Lina biasanya menjalani latihan pada sore hari. Materi latihan yang dijalaninya meliputi rotasi, penguatan, hingga latihan kecepatan. Rutinitas tersebut dijalani hampir setiap hari sebagai bagian dari persiapannya menghadapi berbagai kejuaraan. Di tengah rutinitas itu, Lina mengaku pernah mengalami kejenuhan. Untuk mengatasinya, dia biasanya menghabiskan waktu bersama teman-temannya di asrama, seperti berjalan-jalan atau sekadar berkumpul. ""Kalau jenuh biasanya duduk di tempat teman atau jalan-jalan, beli sesuatu, cerita bareng-bareng,"" ujarnya. Bagi Lina, dukungan keluarga menjadi salah satu alasan untuk terus meningkatkan performa. Dia selalu mengingat perjuangan orang tuanya yang selama ini mendukung perjalanannya sebagai atlet. ""Hasilnya saya selalu ingat orang tua saya karena mereka yang sudah berusaha untuk saya. Mereka juga selalu mendukung saya. Itu motivasi saya,"" tutur Lina. Menjadi atlet tolak peluru juga bukan sekadar aktivitas yang dijalani Lina. Dia menyebut atlet tolak peluru adalah cita-citanya. Salah satu sosok yang menjadi inspirasinya adalah atlet tolak peluru putri Amerika Serikat, yang saat ini memegang rekor dunia. Selama menjalani pembinaan di PAC, Lina juga mendapatkan dukungan fasilitas latihan yang menurutnya telah memenuhi kebutuhan atlet. ""Fasilitas sangat bagus dan sangat memadai karena semua peralatan yang kita butuhkan semua ada di sini,"" katanya. Program Latihan Terukur Pelatih tolak peluru PAC, Yeremias Kiriwaib mengatakan perkembangan Lina merupakan hasil dari program latihan yang disusun secara terukur. Materi latihan tidak dibuat secara sembarangan, melainkan melalui evaluasi dan koordinasi dengan tim teknis. ""Materi sehari-hari yang dikasih kami dapatkan dari hasil bongkar pasang dan juga koordinasi dengan tim teknis. Kami punya tim teknis khusus dari PB PASI, sehingga materi dan program latihan yang kami berikan secara harian terukur dan bisa dipertanggungjawabkan progresnya ke depan,"" kata Yeremias. Lina sebelumnya merupakan jebolan PPLP (Pusat Pendidikan dan Latihan Olahraga Pelajar Papua) di Jayapura. Potensinya kemudian membuat Lina dipanggil untuk bergabung dengan PAC pada awal 2024. Menurut Yeremias, kemampuan Lina berkembang karena mampu menyerap program latihan yang diberikan. Selain memiliki potensi, karakter Lina yang dinilai baik juga membantu proses pembinaan. ""Lina jebolan dari PPLP Jayapura di bawah asuhan Coach Tyo, karena mempunyai potensi dipanggil dan bergabung di sini di awal 2024. Kemudian saya latih, syukur anaknya punya karakter yang baik sehingga program yang kami susun dalam tim bisa dia serap dengan baik,"" ujarnya. Hasilnya terlihat dari catatan yang terus meningkat. Setelah memecahkan rekor pada ajang invitasi di Jakarta, Lina kembali memperbaiki catatannya saat tampil di ASEAN School Games di Brunei. Ke depan, Yeremias menargetkan Lina dan atlet lainnya, Elis, dapat terus memperbaiki catatan terbaik masing-masing. Khusus Lina, targetnya adalah kembali meningkatkan personal best pada nomor tolak peluru. ""Untuk Lina dan Elis memang ada target-target tertentu untuk kejuaraan dalam waktu dekat ini. Paling tidak mereka bisa memecahkan personal best mereka masing-masing,"" katanya. Untuk mencapai target tersebut, latihan dilakukan dengan berbagai variasi. Sesi latihan dimulai dengan pemanasan dan aktivasi yang berkaitan dengan pendukung teknik sebelum atlet masuk ke latihan teknik inti. Setelah latihan teknik, atlet kembali menjalani latihan beban yang kemudian dilanjutkan dengan penggunaan medicine ball. Mereka juga mendapatkan latihan penguatan otot inti yang mencakup bagian perut, pinggang, dan punggung. ""Jadi itu semua dilakukan tiap hari,"" kata Yeremias. Selain menjaga aspek fisik dan teknik, pelatih juga memperhatikan kondisi psikologis atlet selama menjalani rutinitas latihan. Yeremias mengatakan atlet diberikan ruang untuk beristirahat dan melakukan aktivitas lain ketika mulai mengalami kejenuhan. Menurut dia, aktivitas di luar latihan seperti berjalan-jalan, nongkrong, atau menonton film dapat membantu atlet mengurangi kebosanan sebelum kembali menjalani program latihan. ""Saya tidak mengekang mereka. Apabila saya lihat mereka sudah jenuh, saya arahkan, ayo nongkrong di situ. Atau ayo bioskop. Syukurnya mereka mengerti sehingga bisa mengurai kebosanan mereka di tengah-tengah sesi latihan,"" ujarnya. Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/sport-lain/d-8666076/lina-hisage-atlet-muda-potensial-cabor-tolak-peluru-dari-papua
7,"Tim Equestrian Indonesia Turunkan 12 Atlet di Asian Games 2026 Timnas Equestrian Indonesia sudah bertolak ke Jepang jelang bergulirnya Asian Games 2026. Ada 12 atlet yang turun di sana untuk mendapatkan medali. Timnas Equestrian bertolak ke Aichi-Nagoya, Jepang, Senin (14/9) malam WIB kemarin. Sebelum keberangkatannya, para atlet mengikuti prosesi pelepasan yang dilakukan oleh perwakilan NOC Indonesia, Krisna Bayu di Terminal 3 bandara Soekarno-Hatta, Tangerang, Banten. Ke-12 atlet yang dibawa terbagi dalam 3 disiplin yakni : Dressage, Jumping dan Eventing. Dalam persiapannya menghadapi Asian Games 2026, seluruh atlet Equestrian Merah Putih telah melalui pemusatan latihan intensif selama kurang lebih 6 bulan di Jerman. Berbekal latihan tersebut membuat tim Eventing yang di perkuat Steven Menayang, Fergi Tri Nur Fajar, Marcho Alexandro dan Muhamad Zaki, optimistis dapat memberikan hasil terbaik. Sementara itu menurut tim Dressage atau Tunggang Serasi, proses adaptasi antara atlet dan kuda menjadi bagian penting sekaligus tantangan tersendiri. Tim dressage terdiri dari Dara Ningar Prameswari, Karen Herjawan, Audirania Amanda Putri dan Alfaro Manayang. Di hari yang sama, empat atlet dressage yang baru saja menuntaskan latihan di Jerman, yakni Dirga Wira Ramadhan Sahputra, Marco Hence Wowiling, Arserl Rizki Brayudha dan Brayen Nathan Brata-Coolen, juga berangkat menuju Negeri Sakura. Hal tersebut diungkapkan oleh Kellin Baquita sebagai Ketua Pembina NEPI sekaligus penanggung jawab program pelatihan para atlet, yang aktif mendampingi para atlet sejak masa persiapan hingga keberangkatan menuju Aichi-Nagoya. Setibanya di negri Sakura, seluruh atlet Equestrian Indonesia masih memiliki waktu beberapa hari untuk melakukan adaptasi dengan lingkungan dan cuaca setempat, sebelum memasuki masa perlombaan yang dimulai 19 September hingga 4 Oktober. Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/sport-lain/d-8665977/tim-equestrian-indonesia-turunkan-12-atlet-di-asian-games-2026
8,"Foto Sport Serunya 549 Siswa di Ciamis Adu Ketangkasan Lomba Olahraga Tradisional Ciamis - Sebanyak 549 siswa dari 40 SD mengikuti lomba olahraga tradisional di Ciamis, Jawa Barat, dengan penuh semangat. Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/fotosport/d-8665222/serunya-549-siswa-di-ciamis-adu-ketangkasan-lomba-olahraga-tradisional
9,"'Marc Marquez adalah Makhluk Mars' Dalam dua seri terakhir MotoGP 2027, Marc Marquez sukses sapu bersih poin maksimal. Penampilan rider Ducati itu membuat pengamat MotoGP Carlo Pernat menyebutnya seperti makhluk dari Mars. Marquez menyapu bersih MotoGP San Marino di Misano. Ia meraih kemenangan pada Sprint Race dan balapan utama sehingga mengamankan 37 poin dalam satu akhir pekan. Hasil tersebut melanjutkan performa apik Marquez pada seri sebelumnya, ketika meraih 37 poin di MotoGP Aragon. Artinya, Marc mengumpulkan 74 poin maksimal dalam dua seri beruntun. Bagi Pernat, yang membuat Marquez berbeda bukan sekadar kecepatannya. Gaya balap rider asal Spanyol itu dinilai sudah berubah seiring bertambahnya usia dan pengalaman. Pernat menilai Marquez kini lebih mampu mengendalikan situasi balapan dibandingkan beberapa tahun lalu, tidak lagi terlalu sering mengambil risiko hingga berujung crash. Ia lebih baik dalam membaca kondisi dan mengelola balapan. ""Marquez adalah makhluk Mars. Bahkan seiring bertambahnya usia, dengan semua masalah yang pernah dia alami, dia mampu mengelola balapan dengan cara yang tidak bisa dilakukan pebalap lain,"" ucapnya seperti dilansir Motosan. ""Kita selalu bersulang untuk Marquez. Dalam beberapa Grand Prix terakhir, kita selalu bersulang untuknya, sekarang sudah dua kali berturut-turut. Jika dia adalah Marquez empat atau lima tahun lalu, saya akan mengatakan tidak ada yang seperti dia dalam hal cara dia membalap, meskipun terkadang dia terjatuh."" ""Sekarang, gaya balapnya juga sudah berubah: dia tidak lagi terjatuh, dia mengelola situasi yang dihadapinya. Karena waktu terus berjalan, dia pernah mengalami masalah pada bahu, tetapi dia mampu mengatasi semuanya. Dan dia mengelolanya dengan sangat baik sampai-sampai, dalam tanda kutip, dia membuat pebalap lain terjatuh. Bukan karena dia mendorong mereka, tentu saja."" Pernyataan Pernat tersebut muncul setelah Marquez tampil dominan di Misano. Ia berhasil mengambil alih posisi terdepan setelah Marco Bezzecchi terjatuh dan kemudian menahan tekanan Jorge Martin sebelum meraih kemenangan. Marc Marquez kini berada di puncak klasemen MotoGP 2026 dengan 274 poin, sama dengan Jorge Martin tetapi unggul jumlah kemenangan. Kemenangan di Misano menjadi kemenangan GP kelimanya dalam tujuh balapan terakhir. Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/moto-gp/d-8665638/marc-marquez-adalah-makhluk-mars
10,"Alwi, Ubed, hingga Yusuf Petik Pengalaman dari Kento Momota Alwi Farhan, Moh Zaki Ubaidillah dan Muhamad Yusuf memetik pelajaran berharga dari Kento Momota. Itu untuk modal tampil di Asian Games 2026. Tim bulutangkis Indonesia telah menyelesaikan rangkaian pemusatan latihan di Tokyo dan akan bertolak ke Nagoya pada Kamis (17/9) pagi untuk masuk ke perkampungan atlet. Pada training camp terakhir tim bulutangkis di Tokyo, Momota menjadi mentor sekaligus sparring partner tim tunggal putra Indonesia. Tiga dari empat tunggal putra Indonesia yaitu Alwi, Ubed sapaan akrab Moh Zaki Ubaidillah, dan Yusuf, berstatus debutan dan akan menjadi andalan tim bulutangkis di Asian Games Aichi-Nagoya 2026. Selain ada Jonatan Christie. ""Kami tahu Kento Momota sesuperior apa dulu jadi bisa bermain bareng hari ini pastinya senang dan sebuah kehormatan. Pengalaman yang tidak bisa dilupakan,"" kata Alwi dalam keterangan tertulisnya, Rabu (16/9/2026). ""Senang bisa berbagi lapangan dengan dia, tadi juga Momota sempat memberikan evaluasi dan masukan tentang cara main ke saya,"" ucap Ubed. Bagi Alwi dan Ubed, walaupun ini Asian Games pertama, namun mereka punya pengalaman memperkuat Indonesia untuk ajang dengan persaingan ketat seperti SEA Games, Piala Sudirman, hingga Piala Thomas. ""Pastinya kami bersyukur dan senang juga bisa mewakili Indonesia di Asian Games. Kami ingin memaksimalkan kesempatan yang ada. Ini Asian Games pertama dan dengan hasil kemarin di SEA Games untuk saya dan Ubed cukup meyakinkan jadi ada modal bagus untuk ke multievent yang levelnya lebih tinggi,"" ucap Alwi. ""Persiapan individunya sejauh ini Alhamdulillah cukup lancar. Persiapan bersama tim pun juga berjalan dengan baik. Kami siap untuk bertanding di minggu depan,"" tambah Ubed. Berbeda dengan Yusuf yang belum punya pengalaman tampil di turnamen besar. Dukungan senior sangat berguna baginya untuk meningkatkan percaya diri. ""Pastinya awal-awal ada groginya tapi dari senior terus mengingatkan buat lebih enjoy saja,"" ucap Yusuf. ""Mereka selalu berpesan untuk menganggap ini seperti turnamen individu saja. Tetap fokus, semangat dan lebih tenang,"" ujarnya. Asian Games Aichi-Nagoya 2026 cabang bulutangkis bergulir pada 20-24 September (beregu) dan 25-29 September (perorangan) di Ichinomiya City Municipal Gymnasium, Aichi, Jepang. (mcy/aff) Anda menyukai artikel ini Artikel disimpan",sport,https://sport.detik.com/raket/d-8665674/alwi-ubed-hingga-yusuf-petik-pengalaman-dari-kento-momota
